distance_km,hour_of_day,is_peak_hour,organ_priority_weight,eta_minutes
18.697,2,0,1.0,50.36
14.07,8,1,1.0,53.61
1451.24,10,1,0.9,235.02
17.141,12,0,0.9,45.65
2315.796,11,1,0.7,341.21
17.328,14,0,1.0,50.03
1145.89,19,1,1.0,245.84
17.145,1,0,1.0,55.06
7.136,23,0,1.0,20.99
2068.493,16,0,0.7,330.12
31.214,11,1,0.3,109.79
15.151,17,1,0.7,60.72
34.268,16,0,1.0,68.64
16.983,20,1,0.7,62.6
9.367,22,0,0.7,31.52
12.226,22,0,0.3,40.21
22.265,13,0,1.0,53.34
23.269,23,0,1.0,50.08
24.937,2,0,1.0,57.69
8.408,16,0,1.0,30.07
1166.136,19,1,0.3,232.95
27.843,22,0,1.0,69.7
17.625,4,0,1.0,45.06
878.386,5,0,0.3,183.85
12.394,17,1,1.0,45.01
503.441,19,1,0.7,133.87
6.26,19,1,0.9,33.71
6.161,18,1,0.7,29.12
23.857,3,0,0.7,55.55
18.371,12,0,0.7,50.06
23.855,21,1,0.9,88.89
1740.806,19,1,1.0,259.37
13.74,22,0,0.7,37.49
27.938,5,0,1.0,70.14
943.528,22,0,0.7,201.89
6.028,3,0,0.3,28.42
8.986,21,1,0.3,40.22
7.615,13,0,0.7,27.05
4.679,10,1,1.0,31.45
8.807,22,0,1.0,35.1
21.646,9,1,0.7,68.65
990.252,9,1,0.7,193.51
889.189,17,1,0.7,195.2
6.553,0,0,0.7,24.49
18.297,10,1,0.7,68.84
20.95,2,0,0.7,62.19
21.832,13,0,0.7,48.47
11.059,0,0,0.3,36.8
23.599,20,1,0.3,96.64
14.069,21,1,0.7,52.64
22.522,17,1,0.3,97.61
16.471,9,1,0.9,57.15
1546.934,19,1,1.0,241.51
11.387,18,1,0.9,46.13
1553.4,19,1,1.0,259.68
22.7,3,0,0.9,56.01
1550.586,5,0,0.3,263.94
21.827,18,1,0.9,70.54
896.916,1,0,0.3,187.67
1258.787,10,1,1.0,206.46
509.522,18,1,1.0,142.3
512.035,12,0,0.7,156.44
7.186,13,0,1.0,22.2
20.402,12,0,1.0,49.4
14.397,6,0,0.3,42.31
16.208,6,0,0.7,41.35
13.72,2,0,0.7,38.22
16.383,11,1,0.9,57.31
111.945,11,1,1.0,107.78
1576.309,13,0,0.7,231.94
15.138,23,0,1.0,46.89
15.838,0,0,1.0,38.22
25.726,1,0,0.9,60.36
27.806,17,1,0.3,110.09
20.925,0,0,0.3,59.83
17.342,19,1,1.0,59.39
8.292,3,0,1.0,28.84
10.037,21,1,0.3,48.85
1896.803,8,1,0.7,326.61
622.294,22,0,0.7,172.38
10.628,14,0,1.0,34.8
1255.365,13,0,0.7,213.95
1366.078,7,0,1.0,227.28
14.8,14,0,0.9,44.62
37.095,4,0,0.7,89.21
16.193,15,0,0.7,38.71
1739.689,3,0,0.3,305.71
13.666,2,0,0.7,41.93
8.563,2,0,0.7,28.2
3.686,11,1,0.3,27.87
25.695,19,1,0.9,80.43
17.535,14,0,1.0,43.34
28.028,19,1,0.7,98.61
1317.861,10,1,0.7,254.74
1165.448,13,0,0.3,269.24
31.064,11,1,1.0,109.11
19.99,18,1,1.0,71.74
15.68,11,1,1.0,68.13
8.421,20,1,0.9,35.97
7.163,8,1,1.0,29.22
8.939,2,0,1.0,24.96
5.657,4,0,0.3,23.34
22.958,21,1,1.0,86.13
18.143,1,0,1.0,50.8
24.848,15,0,0.3,68.78
1777.329,9,1,0.7,312.61
18.31,17,1,0.9,63.37
826.254,4,0,1.0,191.66
30.651,23,0,1.0,70.93
12.565,5,0,1.0,33.18
982.344,15,0,1.0,142.25
2009.359,22,0,1.0,318.41
22.038,11,1,0.9,74.65
28.353,14,0,0.7,74.41
15.383,14,0,1.0,37.82
14.327,17,1,0.7,45.12
26.242,19,1,0.7,92.32
10.452,5,0,0.3,40.41
2.384,14,0,0.9,23.05
1492.922,2,0,1.0,242.01
25.571,18,1,0.7,97.69
21.7,3,0,1.0,52.52
10.081,23,0,0.7,32.69
2076.377,15,0,0.7,269.17
1328.118,7,0,0.7,213.16
8.842,6,0,0.7,36.88
12.487,15,0,0.3,41.83
8.731,23,0,0.7,22.46
528.102,5,0,1.0,146.51
18.368,14,0,0.7,54.32
1904.007,5,0,0.7,325.66
31.779,14,0,1.0,68.98
16.377,5,0,0.9,43.1
23.521,7,0,0.3,64.75
17.42,9,1,0.7,70.29
4.573,1,0,1.0,20.39
7.246,0,0,0.3,26.7
4.337,6,0,0.7,19.42
6.76,12,0,0.7,25.72
538.366,22,0,0.7,139.59
1085.322,8,1,1.0,179.19
1580.455,19,1,0.9,255.82
2.705,8,1,0.7,21.76
20.386,6,0,0.3,61.84
840.714,3,0,1.0,165.85
16.031,23,0,0.7,48.29
500.874,2,0,0.7,150.88
445.275,14,0,0.7,136.33
19.549,11,1,1.0,74.08
19.648,17,1,0.7,70.57
8.162,12,0,0.7,26.21
10.771,20,1,1.0,37.13
7.818,11,1,0.3,36.43
22.909,21,1,0.3,91.68
2.92,13,0,1.0,19.68
1584.799,2,0,1.0,253.41
27.792,20,1,0.3,102.81
1365.909,3,0,1.0,204.12
488.446,1,0,0.3,161.27
521.698,7,0,0.3,173.83
16.705,0,0,1.0,46.99
13.25,20,1,0.3,60.14
460.979,11,1,0.7,118.92
5.348,13,0,1.0,19.8
30.094,18,1,0.9,116.28
4.691,15,0,0.3,21.18
954.571,21,1,0.7,183.39
542.305,12,0,1.0,138.9
501.767,19,1,0.9,158.75
5.754,14,0,0.3,22.96
937.135,19,1,0.9,163.3
2065.232,9,1,0.3,361.47
9.579,14,0,0.7,28.38
16.023,6,0,0.7,42.02
19.844,23,0,1.0,50.54
4.683,9,1,0.3,30.53
516.148,16,0,0.7,141.0
12.854,8,1,1.0,55.25
1479.537,2,0,1.0,258.62
30.334,23,0,1.0,73.31
32.836,0,0,1.0,76.23
9.828,0,0,1.0,31.36
4.598,22,0,0.9,19.93
1192.571,21,1,0.7,266.4
16.154,20,1,0.3,65.56
545.294,21,1,1.0,151.07
26.764,22,0,0.7,61.02
539.488,9,1,0.7,122.74
24.257,17,1,0.7,75.2
254.025,19,1,1.0,110.39
29.588,5,0,0.9,77.26
18.79,16,0,0.3,54.75
27.506,6,0,0.7,67.22
24.969,4,0,1.0,58.5
23.453,5,0,0.9,66.1
1986.346,8,1,1.0,278.61
21.845,12,0,0.7,62.71
18.337,3,0,1.0,45.31
2002.645,12,0,1.0,305.36
1366.673,9,1,0.7,257.93
22.405,11,1,0.3,83.81
1619.08,17,1,0.3,314.42
36.625,1,0,0.3,101.84
20.982,3,0,0.3,62.26
16.656,21,1,1.0,64.6
27.364,13,0,0.7,65.69
19.735,19,1,0.3,84.89
4.43,18,1,0.7,21.4
12.809,12,0,0.3,44.95
28.423,13,0,0.7,65.12
420.534,21,1,0.3,130.53
7.622,6,0,0.7,32.43
13.91,5,0,0.3,41.55
30.055,0,0,0.9,69.29
19.277,8,1,0.9,64.09
1985.246,11,1,0.9,324.01
907.658,5,0,1.0,179.18
233.021,12,0,0.3,123.38
421.215,14,0,0.7,126.74
7.618,23,0,0.9,22.21
34.895,6,0,0.7,83.27
4.942,20,1,0.3,35.08
8.156,8,1,0.9,41.72
5.976,22,0,1.0,18.52
1189.457,11,1,0.7,212.6
24.114,8,1,0.7,75.04
15.297,10,1,1.0,53.24
23.174,6,0,0.7,58.42
265.817,6,0,0.3,98.47
2310.688,22,0,0.3,365.39
15.801,9,1,0.9,56.03
146.119,21,1,0.7,103.2
4.262,22,0,0.7,19.88
11.844,8,1,0.7,48.49
14.789,12,0,1.0,32.92
1587.241,0,0,1.0,252.82
19.362,13,0,1.0,41.54
408.599,21,1,1.0,132.97
1361.254,6,0,1.0,202.61
22.351,12,0,0.9,54.82
512.414,7,0,0.7,128.54
241.59,17,1,1.0,112.76
16.27,13,0,1.0,47.82
12.316,15,0,1.0,30.21
15.617,15,0,0.7,44.0
10.877,23,0,0.7,31.97
4.423,22,0,0.7,20.43
18.319,17,1,1.0,63.89
917.585,3,0,0.7,186.81
1356.421,8,1,0.7,244.95
19.264,0,0,1.0,54.44
23.642,22,0,0.7,62.19
18.525,5,0,0.7,46.66
2084.466,11,1,0.7,320.51
17.748,7,0,0.3,52.44
15.585,16,0,1.0,41.44
34.834,19,1,0.7,117.67
10.892,19,1,0.3,51.42
1986.781,18,1,0.9,294.41
19.565,13,0,1.0,54.09
17.44,23,0,0.7,50.6
31.245,6,0,0.3,76.88
16.491,4,0,0.7,39.29
2.965,14,0,0.7,17.71
7.511,16,0,0.9,31.41
23.397,8,1,0.3,103.27
22.976,19,1,1.0,72.99
1461.176,3,0,0.9,221.02
110.578,12,0,0.7,105.4
18.33,11,1,0.7,81.68
14.498,2,0,1.0,45.09
32.3,4,0,1.0,77.84
28.052,19,1,0.3,96.1
12.654,5,0,1.0,31.42
7.52,7,0,0.9,29.1
23.552,22,0,0.7,69.84
12.766,20,1,0.7,49.72
1260.042,4,0,1.0,218.11
5.641,22,0,0.7,19.25
17.267,20,1,1.0,64.04
16.949,4,0,0.9,43.53
12.373,14,0,0.7,38.58
16.567,4,0,0.3,51.34
27.726,5,0,1.0,69.88
500.175,15,0,1.0,153.41
8.596,5,0,1.0,30.18
11.063,16,0,0.7,30.6
26.028,6,0,1.0,55.84
844.948,23,0,0.9,173.62
1551.813,21,1,0.7,276.13
24.132,11,1,0.9,76.58
25.543,15,0,0.9,57.16
9.347,19,1,1.0,42.77
19.251,7,0,0.7,49.38
14.899,19,1,0.3,62.75
27.189,16,0,1.0,64.52
8.718,23,0,0.7,27.62
433.244,11,1,1.0,123.37
22.233,9,1,0.3,78.8
5.517,9,1,1.0,31.52
16.957,12,0,0.7,47.94
7.842,2,0,0.7,31.04
284.066,4,0,1.0,116.02
20.468,6,0,0.7,49.19
27.881,12,0,0.9,63.02
15.848,0,0,0.7,42.78
34.101,23,0,0.3,80.54
11.981,11,1,0.3,55.0
1315.832,1,0,0.9,224.27
29.023,14,0,0.7,77.23
8.142,8,1,0.9,35.08
9.892,11,1,0.3,41.97
15.285,2,0,1.0,43.53
920.219,10,1,0.7,195.59
831.598,7,0,0.7,174.21
443.097,6,0,0.7,159.37
1094.576,7,0,1.0,177.89
415.467,4,0,1.0,128.67
31.435,18,1,0.3,126.32
26.77,2,0,1.0,62.34
1255.398,10,1,1.0,249.01
1456.906,4,0,0.9,274.0
11.245,22,0,1.0,39.29
21.328,21,1,0.7,82.97
952.891,13,0,0.3,205.13
19.826,20,1,0.3,84.34
945.889,11,1,0.9,193.85
947.736,14,0,1.0,208.15
15.634,2,0,0.9,35.1
10.66,18,1,1.0,41.0
13.531,8,1,0.3,64.3
18.643,1,0,0.7,47.92
10.221,19,1,0.3,45.14
22.383,4,0,1.0,51.56
14.832,6,0,1.0,40.92
1614.181,17,1,0.7,304.15
121.948,8,1,1.0,75.45
1075.938,19,1,1.0,181.72
22.834,22,0,0.7,61.31
14.55,8,1,0.3,59.18
27.629,22,0,1.0,69.24
33.111,2,0,0.9,68.08
1316.686,6,0,1.0,238.96
11.128,18,1,0.3,48.35
423.973,13,0,0.7,139.99
12.487,0,0,0.7,39.16
22.401,3,0,0.7,51.87
13.736,11,1,0.7,52.15
11.503,6,0,0.7,29.63
13.908,9,1,0.7,47.52
6.077,9,1,0.9,34.2
1994.939,8,1,1.0,300.01
21.307,8,1,0.7,70.58
10.885,9,1,1.0,41.69
36.555,16,0,0.7,85.1
8.108,15,0,1.0,32.43
1254.543,9,1,0.9,201.62
14.532,14,0,0.7,40.53
856.267,23,0,1.0,145.99
7.682,14,0,0.7,28.65
11.805,19,1,1.0,44.56
28.006,22,0,1.0,64.16
1433.297,0,0,1.0,269.05
1997.549,10,1,1.0,308.88
1079.299,8,1,0.7,234.12
25.872,12,0,1.0,53.26
26.531,9,1,0.7,94.51
21.56,13,0,0.3,57.18
1202.393,4,0,0.9,200.92
9.284,3,0,0.7,32.6
948.981,10,1,0.7,190.85
17.065,20,1,1.0,67.88
242.979,12,0,0.9,119.73
8.334,20,1,0.7,32.76
24.382,6,0,0.7,61.74
1085.555,15,0,0.7,212.8
1358.057,12,0,0.7,235.87
15.85,22,0,1.0,44.08
1053.766,4,0,1.0,218.05
6.018,17,1,1.0,27.28
20.001,19,1,0.7,86.11
3.238,5,0,0.3,15.65
9.396,22,0,0.7,31.68
16.112,13,0,0.9,39.57
26.071,14,0,1.0,56.74
13.336,7,0,1.0,36.55
28.357,6,0,0.9,62.27
1085.931,22,0,1.0,190.98
11.29,5,0,1.0,34.06
19.44,10,1,0.9,72.87
1515.503,8,1,1.0,233.73
17.786,14,0,1.0,48.98
362.059,4,0,0.9,123.73
5.936,12,0,0.3,26.99
1571.464,1,0,0.7,239.05
29.606,22,0,0.7,60.2
15.678,17,1,0.9,60.06
10.986,16,0,0.3,36.61
21.982,10,1,0.9,75.25
26.166,14,0,1.0,66.83
107.884,10,1,0.9,104.76
38.193,21,1,1.0,127.03
1622.417,4,0,0.9,229.69
36.809,8,1,1.0,119.38
9.527,0,0,1.0,28.91
14.556,21,1,1.0,52.84
4.623,11,1,0.7,32.32
9.883,7,0,0.7,30.79
2.915,19,1,0.9,24.63
10.76,1,0,0.3,29.79
20.331,15,0,0.7,49.78
18.678,14,0,1.0,45.95
5.763,15,0,0.7,27.65
0.628,17,1,1.0,13.88
23.346,5,0,0.3,57.09
10.162,15,0,0.3,33.71
1613.78,6,0,1.0,277.85
26.179,9,1,1.0,76.03
4.332,21,1,0.7,23.81
21.374,3,0,0.9,50.19
12.584,8,1,0.7,47.55
1252.725,19,1,1.0,186.63
1139.594,23,0,0.9,217.43
1233.745,4,0,1.0,246.78
21.412,8,1,0.3,67.53
8.002,2,0,0.3,27.66
763.233,1,0,0.7,169.18
20.612,8,1,0.7,79.91
2.805,10,1,1.0,16.76
10.532,3,0,0.9,27.86
2323.035,20,1,0.7,302.45
1087.843,21,1,1.0,237.35
13.226,13,0,1.0,40.22
13.233,14,0,0.7,39.09
554.648,21,1,1.0,130.29
1314.168,18,1,0.7,207.44
19.288,10,1,0.7,64.12
25.312,10,1,0.3,106.96
16.502,21,1,0.3,69.97
18.359,18,1,1.0,70.65
16.959,18,1,0.7,65.34
11.003,20,1,0.3,55.8
11.842,1,0,0.9,30.94
24.308,9,1,0.9,76.49
17.652,11,1,1.0,56.16
21.932,16,0,0.9,46.46
14.551,14,0,0.3,46.14
27.513,19,1,1.0,96.38
1508.612,2,0,1.0,251.21
11.039,15,0,0.3,37.41
913.085,2,0,0.9,202.91
742.813,6,0,0.3,179.96
21.441,6,0,0.7,58.19
20.195,13,0,0.7,52.33
5.177,13,0,1.0,23.58
1730.426,19,1,1.0,275.46
1598.738,19,1,1.0,230.77
24.413,13,0,0.3,63.73
1504.116,17,1,0.7,252.32
895.88,14,0,1.0,177.22
13.425,10,1,0.7,61.34
25.445,13,0,1.0,57.27
23.593,12,0,1.0,52.04
10.393,13,0,1.0,32.16
13.737,19,1,0.3,60.51
10.927,6,0,0.7,39.61
522.99,7,0,0.7,127.66
952.418,10,1,0.7,169.1
12.174,3,0,1.0,36.31
942.741,17,1,0.3,240.83
14.17,6,0,0.9,44.17
938.572,5,0,1.0,173.19
1745.784,5,0,1.0,304.03
952.138,15,0,0.9,185.61
1194.838,17,1,0.7,195.91
5.528,10,1,0.9,29.18
1187.784,1,0,0.3,251.74
23.272,20,1,0.7,87.33
13.507,18,1,0.9,50.82
958.957,22,0,0.7,235.9
2011.567,4,0,0.7,286.82
6.879,3,0,0.3,26.38
1041.641,10,1,0.3,207.03
1745.847,2,0,0.7,296.54
15.987,10,1,1.0,61.91
22.175,12,0,0.7,56.57
914.997,7,0,0.7,181.45
1475.063,1,0,1.0,273.32
2088.83,2,0,1.0,312.38
907.105,6,0,0.7,213.13
20.637,19,1,0.7,76.75
1571.435,17,1,1.0,251.38
1734.13,13,0,0.7,303.78
1739.299,13,0,0.3,324.34
10.889,7,0,0.7,39.71
1357.691,23,0,1.0,241.88
3.83,14,0,1.0,17.1
20.169,5,0,0.3,56.12
118.327,17,1,0.3,125.83
33.843,13,0,0.3,96.88
19.083,5,0,1.0,50.29
895.784,2,0,1.0,200.19
280.264,5,0,0.3,111.19
17.846,10,1,1.0,57.73
19.418,3,0,0.7,49.18
25.857,8,1,0.3,101.36
1189.203,11,1,0.3,201.59
17.316,14,0,0.3,48.11
15.675,20,1,0.9,57.88
2004.905,18,1,0.7,269.78
20.808,5,0,0.7,49.98
16.208,0,0,0.7,53.41
13.252,9,1,1.0,51.74
19.894,0,0,0.9,49.05
22.501,19,1,0.7,70.29
16.561,15,0,0.9,51.44
2070.25,8,1,0.7,346.0
16.687,20,1,0.9,53.82
21.754,20,1,1.0,69.1
16.122,20,1,0.7,62.37
1448.593,2,0,0.3,270.06
12.338,14,0,0.3,37.56
10.415,16,0,0.3,37.67
733.06,6,0,0.7,152.55
23.67,17,1,0.3,102.67
9.446,7,0,0.9,28.54
1359.751,5,0,0.7,234.27
21.627,20,1,0.7,78.48
31.02,13,0,0.3,67.89
12.45,22,0,0.9,35.93
273.441,6,0,1.0,115.67
18.469,7,0,0.7,49.8
497.535,23,0,1.0,127.66
28.241,12,0,0.9,57.44
5.973,7,0,0.3,22.54
26.543,20,1,0.9,90.09
1608.856,23,0,0.3,296.17
31.102,9,1,1.0,96.86
19.005,2,0,0.9,46.24
257.307,5,0,1.0,137.77
7.173,2,0,0.3,32.05
503.046,8,1,0.3,144.87
8.256,11,1,0.7,38.47
23.031,16,0,0.7,60.37
1570.559,11,1,0.7,276.42
16.097,10,1,1.0,60.2
1727.171,6,0,0.3,266.93
20.27,16,0,0.9,48.41
23.866,8,1,1.0,94.55
27.357,14,0,1.0,61.78
30.527,2,0,0.7,81.46
20.123,0,0,0.7,54.32
23.053,22,0,0.3,58.64
12.837,1,0,1.0,38.4
17.873,9,1,0.9,57.97
2.522,20,1,0.3,20.12
8.02,21,1,1.0,36.98
13.945,9,1,0.3,60.78
10.805,1,0,1.0,33.89
14.455,8,1,1.0,45.79
19.013,4,0,0.7,51.0
21.175,11,1,1.0,79.28
1947.002,9,1,1.0,289.56
18.88,18,1,0.7,76.03
5.506,5,0,1.0,25.59
1366.899,21,1,0.7,222.97
5.808,14,0,0.9,19.05
519.481,3,0,1.0,151.58
30.558,2,0,0.7,66.85
1547.403,22,0,0.7,273.48
1211.854,3,0,0.7,225.17
11.889,23,0,0.7,40.0
5.831,20,1,0.9,35.74
20.097,0,0,0.9,49.61
20.492,9,1,0.7,76.72
1382.005,0,0,1.0,204.16
16.077,16,0,0.9,47.91
1176.08,19,1,1.0,209.25
1047.335,10,1,0.7,212.77
13.874,21,1,0.7,61.58
1308.816,14,0,0.7,238.26
847.23,14,0,0.7,179.58
3.961,14,0,0.9,23.17
12.099,20,1,1.0,56.25
3.685,13,0,0.3,18.12
28.197,7,0,1.0,63.19
17.982,15,0,0.7,45.65
1660.829,11,1,0.9,300.02
9.946,8,1,1.0,44.86
769.563,23,0,0.9,159.3
1178.068,5,0,1.0,211.19
17.802,16,0,0.7,47.09
6.349,1,0,0.7,21.25
1626.226,21,1,1.0,233.06
1456.168,2,0,1.0,283.3
1458.313,1,0,1.0,235.63
1372.801,13,0,0.7,235.34
16.027,17,1,0.3,73.44
15.671,21,1,0.9,58.78
1979.105,13,0,1.0,273.2
1350.064,6,0,1.0,251.19
1233.508,11,1,0.3,272.75
28.414,17,1,0.3,115.48
29.548,11,1,1.0,92.09
4.509,16,0,0.9,22.02
27.261,8,1,0.9,100.17
1904.556,10,1,0.7,313.85
15.793,7,0,0.7,37.11
26.246,9,1,0.9,95.59
10.31,7,0,0.7,32.1
14.842,16,0,1.0,45.81
16.443,23,0,0.7,45.0
956.537,23,0,1.0,173.79
2.118,20,1,0.9,23.51
9.03,16,0,0.7,27.62
515.129,22,0,0.7,149.68
27.591,0,0,0.7,68.5
26.74,19,1,0.9,94.18
22.957,22,0,0.7,51.42
4.502,5,0,0.7,21.54
26.366,10,1,0.3,91.02
13.294,14,0,0.3,47.36
23.903,15,0,0.3,71.04
9.786,9,1,0.3,47.87
1982.773,12,0,0.9,305.54
609.269,9,1,0.3,150.11
18.805,3,0,0.9,51.67
1948.626,6,0,0.9,326.25
28.371,14,0,1.0,66.24
21.063,23,0,0.7,48.8
4.785,22,0,1.0,27.29
29.643,2,0,0.7,74.88
9.976,4,0,0.7,35.59
24.039,12,0,0.9,57.51
438.401,6,0,1.0,103.12
1562.011,4,0,0.7,262.43
23.784,12,0,0.3,65.58
12.531,2,0,0.7,44.86
924.178,13,0,0.7,200.54
1521.182,10,1,1.0,273.9
20.248,13,0,0.7,54.19
24.286,4,0,0.9,58.47
32.824,7,0,1.0,80.46
23.938,9,1,0.7,81.01
6.054,23,0,0.9,26.99
7.917,1,0,0.3,31.64
9.198,9,1,1.0,39.88
15.487,16,0,0.7,39.35
18.82,23,0,0.7,48.65
1204.884,13,0,0.9,230.65
25.346,15,0,0.7,57.79
1349.963,13,0,0.3,249.67
15.964,0,0,0.9,47.14
17.401,12,0,0.3,47.22
623.672,16,0,1.0,162.59
1877.762,17,1,1.0,271.47
3.269,21,1,0.9,24.66
510.787,6,0,0.7,130.89
439.03,20,1,1.0,153.36
25.749,20,1,0.7,95.23
6.167,16,0,0.3,28.53
954.691,2,0,0.7,189.24
13.056,16,0,1.0,34.87
27.459,19,1,0.7,90.91
553.33,18,1,1.0,129.61
35.295,21,1,0.3,124.94
1353.822,7,0,0.7,227.17
21.392,23,0,0.7,58.92
1366.102,9,1,1.0,226.12
13.734,23,0,0.7,40.08
16.923,5,0,1.0,43.08
405.61,18,1,0.9,112.21
1080.421,0,0,0.9,220.53
18.035,19,1,1.0,66.86
1148.609,11,1,0.3,207.87
11.533,10,1,1.0,47.19
3.953,16,0,0.3,17.24
6.833,19,1,1.0,30.87
1350.491,12,0,0.9,233.67
26.625,19,1,1.0,83.15
24.862,20,1,0.7,85.11
17.394,15,0,1.0,39.79
30.926,6,0,1.0,72.18
5.777,5,0,0.7,24.41
966.583,20,1,0.7,228.47
21.126,18,1,1.0,72.56
2314.145,6,0,1.0,323.33
1328.383,22,0,0.9,214.68
17.853,4,0,0.9,53.73
1359.089,17,1,1.0,212.43
17.085,8,1,1.0,58.28
8.402,23,0,1.0,27.37
937.391,21,1,0.9,188.63
878.126,15,0,0.3,195.7
1169.812,23,0,0.7,209.4
11.41,20,1,0.7,49.79
19.356,1,0,0.7,45.1
915.174,2,0,1.0,181.52
22.617,4,0,0.7,57.19
27.981,15,0,0.3,74.35
20.654,21,1,0.3,80.1
496.927,3,0,0.9,119.36
21.896,20,1,0.7,82.78
10.07,23,0,0.3,37.24
26.554,0,0,0.7,69.67
26.043,19,1,1.0,85.96
860.761,2,0,0.7,156.5
1564.147,3,0,0.9,237.01
443.348,18,1,1.0,141.37
945.175,4,0,0.7,192.73
4.929,10,1,0.3,26.12
1366.696,6,0,0.9,262.32
33.317,13,0,0.7,82.32
15.633,6,0,1.0,40.19
1653.909,14,0,0.7,277.75
1030.061,21,1,0.3,210.32
916.396,21,1,1.0,175.38
23.97,9,1,0.7,75.32
18.448,12,0,1.0,49.74
22.786,3,0,0.3,61.0
10.307,22,0,0.7,36.89
0.689,9,1,1.0,17.35
20.848,6,0,1.0,43.26
13.465,20,1,0.7,56.45
16.897,18,1,0.9,58.3
15.326,19,1,1.0,50.94
15.492,3,0,0.7,42.14
22.941,2,0,0.3,57.06
21.248,4,0,1.0,45.46
1999.69,18,1,0.7,349.58
21.793,20,1,0.3,84.24
7.003,11,1,1.0,34.61
14.394,3,0,0.9,34.7
34.157,7,0,1.0,79.72
19.271,1,0,0.7,58.18
11.616,11,1,1.0,41.59
14.649,20,1,1.0,47.51
1745.181,19,1,0.3,307.67
14.938,17,1,1.0,54.19
18.786,20,1,1.0,76.23
1184.386,2,0,0.9,224.45
237.087,22,0,0.7,111.59
16.171,8,1,0.9,59.13
123.776,1,0,0.9,100.65
4.951,19,1,1.0,25.73
13.926,12,0,0.3,38.73
1576.34,5,0,0.9,209.79
1089.784,7,0,0.9,234.64
12.446,12,0,0.7,38.89
855.09,19,1,1.0,169.71
26.307,7,0,1.0,68.39
12.296,10,1,0.3,57.37
31.486,13,0,1.0,71.1
978.572,10,1,1.0,216.22
1324.499,11,1,0.7,245.96
1082.029,8,1,0.7,229.71
1077.216,14,0,0.3,222.28
851.284,19,1,1.0,202.91
173.171,8,1,0.9,83.55
9.855,0,0,1.0,23.97
21.814,22,0,0.7,61.1
15.758,8,1,0.9,66.26
21.863,14,0,0.7,57.76
27.758,12,0,1.0,63.49
29.995,3,0,0.7,73.72
1531.872,22,0,0.3,248.78
3.585,19,1,0.7,25.54
15.723,0,0,0.9,39.66
14.139,14,0,1.0,40.88
1996.14,8,1,1.0,282.45
12.535,21,1,0.3,50.73
9.28,5,0,0.3,32.13
24.76,2,0,0.9,58.95
14.575,18,1,0.7,58.61
20.398,10,1,1.0,77.03
19.011,6,0,0.9,43.58
8.117,15,0,0.9,26.28
27.498,17,1,0.7,108.27
9.76,15,0,0.7,35.52
1033.414,19,1,1.0,173.47
18.068,2,0,0.7,44.4
455.811,20,1,1.0,135.77
938.626,0,0,0.7,188.25
1946.503,13,0,0.3,333.46
14.65,5,0,0.9,39.77
9.274,23,0,0.3,39.38
954.778,18,1,0.3,213.19
1445.526,5,0,1.0,243.25
1091.451,17,1,0.9,214.86
1253.468,0,0,1.0,228.93
1319.533,21,1,1.0,238.53
34.297,0,0,1.0,78.94
128.4,13,0,0.9,108.13
1585.125,20,1,0.3,259.66
19.526,3,0,1.0,48.52
1248.898,22,0,1.0,209.73
15.634,15,0,1.0,37.17
16.837,2,0,1.0,42.87
26.469,3,0,1.0,56.15
1096.026,15,0,0.7,206.96
25.099,15,0,0.7,61.95
503.98,12,0,0.7,123.03
16.157,17,1,0.3,61.47
1210.253,2,0,1.0,238.49
7.654,10,1,1.0,39.84
6.285,14,0,0.9,27.36
1306.395,16,0,0.7,230.86
15.472,7,0,0.7,47.43
1775.911,14,0,0.9,277.99
10.606,16,0,1.0,28.51
8.807,9,1,0.3,38.42
7.75,6,0,0.7,29.62
26.904,10,1,0.7,91.58
1996.91,20,1,0.7,302.55
8.324,3,0,0.9,31.31
15.972,6,0,1.0,35.62
1958.416,2,0,1.0,285.78
996.536,21,1,1.0,204.18
12.511,0,0,1.0,40.3
876.105,5,0,0.3,186.94
19.843,7,0,1.0,53.19
21.103,12,0,0.3,54.25
14.083,19,1,0.7,54.65
14.625,21,1,0.7,55.24
173.397,1,0,0.3,121.48
13.988,14,0,0.7,39.02
9.925,4,0,0.3,34.64
12.44,5,0,0.7,41.5
1.512,17,1,1.0,14.24
917.799,0,0,0.9,209.65
495.946,0,0,1.0,153.81
1449.857,12,0,0.9,222.36
431.873,5,0,0.9,115.44
20.876,11,1,1.0,76.64
27.278,16,0,0.7,60.03
1360.801,8,1,1.0,232.7
11.449,5,0,0.7,34.52
24.647,13,0,1.0,50.33
1671.048,0,0,0.7,279.37
15.098,0,0,1.0,36.72
524.968,9,1,0.9,131.57
1250.961,10,1,1.0,198.97
1998.45,6,0,1.0,286.02
498.981,13,0,0.7,158.15
11.329,20,1,1.0,45.91
10.695,13,0,0.7,34.01
18.648,21,1,0.7,69.59
2294.274,12,0,1.0,312.47
1744.123,4,0,0.7,331.12
12.378,16,0,0.3,40.66
20.732,9,1,0.3,79.51
26.871,20,1,1.0,83.36
15.998,18,1,0.3,71.59
21.67,8,1,0.3,79.2
17.0,3,0,0.3,51.12
14.935,15,0,0.3,40.97
9.677,0,0,1.0,31.56
20.387,23,0,0.7,52.04
14.533,2,0,1.0,42.39
8.326,9,1,0.9,33.32
369.61,15,0,0.7,147.69
15.0,11,1,1.0,63.78
